Date,Open,High,Low,Close,Volume,SMA20,SMA50,EMA20,EMA50,RSI,MACD,Upper,Lower
2023-09-11,236.0280838287585,236.19431093427943,230.4182614138144,231.83111572265625,14505153,199.97810592651368,193.6143475341797,205.24682373127243,197.01226801395256,83.77893475011705,9.536436492647624,229.90111043486758,170.05510141815978
2023-09-12,232.70373907115652,232.74528316519846,223.56180646478967,225.01620483398438,17547706,201.67674179077147,194.33055633544922,207.12971562767123,198.13179195956445,72.59113235084052,9.877926115230565,233.19277805611864,170.1607055254243
2023-09-13,225.6395507002674,233.9503997131686,223.5618384470421,232.4128875732422,17607568,203.77992324829103,195.19224822998046,209.53774518110868,199.50121717130506,76.29172588945966,10.62295477177932,237.52672766778858,170.03311882879348
2023-09-14,233.7841708963514,234.53216759225933,229.96120066823562,230.6676025390625,12033796,205.82647094726562,196.02556915283202,211.55019452512977,200.74530944912047,73.76113500089551,10.94638235157069,240.8584581207505,170.79448377378074
2023-09-15,231.4571210526281,236.15274518636312,230.66758033304353,232.12197875976562,13288180,207.98105697631837,196.83570343017578,213.50948428137823,201.9969170705208,74.5196174369512,11.191053545918322,243.90513462692743,172.0569793257093
2023-09-18,232.12197398578127,234.98922668457033,228.09123300477864,233.7425994873047,8754852,210.1065544128418,197.68805145263673,215.43651189147633,203.262391518429,75.37386936887825,11.384494413818658,246.8366237017341,173.3764851239495
2023-09-20,232.28823778636664,239.3524596868465,231.95580888711922,236.27743530273438,18615797,212.33178482055663,198.59518035888672,217.42142162386506,204.5776151615457,76.69021926272758,11.60852194615299,249.7356519832797,174.92791765783358
2023-09-21,236.7760401911921,238.35509614357818,231.5402164115188,233.07772827148438,11071899,214.39079742431642,199.43423095703125,218.91253914928643,205.7122719613339,71.49508902555844,11.396503959635425,251.60178756513798,177.17980728349485
2023-09-22,232.70374535276048,237.77336773477043,232.03888765397363,235.48788452148438,8691024,216.63888244628907,200.31495056152343,220.49118245750688,206.89700250694193,72.9798737806066,11.29278148917706,253.2388237713512,180.03894112122694
2023-09-25,236.27741373260426,240.18352268958986,233.65950151631247,239.39398193359375,9118957,219.14668045043945,201.34730194091796,222.29148930124484,208.18927210043412,75.23164150641153,11.394422293183652,254.75281728017575,183.54054362070315
2023-09-26,239.72642243048136,242.1781073905099,237.8149121591063,238.31356811523438,11256196,221.52773742675782,202.3392596435547,223.81743241840906,209.38653127838546,73.40934390672679,11.258017578126726,255.53750480894706,187.51797004456859
2023-09-27,239.35243905119688,243.8402922108674,236.4436420488386,242.3027801513672,12805340,224.0874786376953,203.42488647460937,225.57797392851754,210.69406300224284,75.7454553894001,11.341079031284977,256.2076130697669,191.9673442056237
2023-09-28,242.30282214789992,244.46364822528244,240.18356553823142,241.18087768554688,12432497,226.64099044799804,204.51992950439453,227.0639893546988,211.90447630006688,73.78223532158621,11.187416109491295,255.50572864566294,197.77625225033313
2023-09-29,243.34166427331309,247.2477737003823,242.17815041079245,245.33628845214844,8640829,229.34825134277344,205.69236328125,228.8042343729993,213.23116806750548,76.2387800685108,11.271018769131217,254.29658865094453,204.39991403460235
2023-10-03,246.8737092222104,246.91527867638032,241.09768555882096,242.5936279296875,9348540,231.63373260498048,206.79115783691407,230.11752774097783,214.39582877864603,71.4783487110088,10.989287036070095,252.2693413445566,210.99812386540435
2023-10-04,241.67946941021123,242.26123896274788,237.6071586305467,239.31089782714844,6338888,233.30213623046876,207.83654968261717,230.99309752847512,215.38364012906817,66.15391158442021,10.381452797872981,250.46247699457965,216.14179546635788
2023-10-05,240.01729911689773,241.4716976321625,235.9449883466959,240.4744110107422,8687014,234.71498107910156,208.8733575439453,231.89608977858973,216.3779885354094,67.08964591091474,9.879738103983897,249.13263759397307,220.29732456423005
2023-10-06,241.80414049745153,241.8456845937122,238.52134528658215,239.1862030029297,3741467,236.04471664428712,209.9007369995117,232.59039324232356,217.28150474506168,64.94866080157936,9.27130415112299,246.3841867137639,225.70524657481033
2023-10-09,237.7318045560603,240.1419708438865,235.23855007571274,239.1862030029297,4647845,236.6181640625,210.91913177490235,233.21857130293702,218.14888422649761,64.94866080157936,8.688954995449905,246.29771654022852,226.93861158477148
2023-10-10,239.56023059162538,252.56670464747734,239.18623222879643,252.02650451660156,23283411,237.4970390319824,212.21801849365235,235.00981774948548,219.48985346390424,74.39465020822892,9.157976660951078,249.207990843579,225.7860872203858
2023-10-11,253.1068746370891,253.48087295538045,248.86836229750037,250.8629608154297,12321154,238.4486312866211,213.52548889160155,236.51965211822474,220.73123154209202,72.48829902433079,9.328261070455966,251.20924712959658,225.6880154436456
2023-10-12,251.44470045948162,256.88832121158885,250.90450040264395,255.30926513671875,15375295,239.96328430175782,214.8867645263672,238.30915110370415,222.09894068712273,75.112754461453,9.71006075515146,253.17035817719514,226.7562104263205
2023-10-13,253.4808611337773,258.3427122313412,253.0237746440239,255.9325714111328,9516879,241.13926849365234,216.07918212890624,239.9875822952358,223.43675254255027,75.46608054021773,9.948258037072407,255.57869275771665,226.69984422958802
2023-10-16,255.84946500921907,260.6697467843381,254.7690395336264,259.2984619140625,10535107,242.57081146240233,217.43366333007813,241.82672380950189,224.85429544218138,77.33717643975112,10.290013462890073,258.2015445083989,226.94007841640575
2023-10-17,260.1295778891969,264.5758872483412,259.38160653969106,263.7863464355469,7760527,244.1540298461914,218.95141143798827,243.91812685468616,226.39272238705527,79.57403288538998,10.798513334257194,261.54591466704807,226.76214502533475
2023-10-18,263.744812939383,265.739411739162,261.99952947856394,263.4123840332031,9662837,245.63751907348632,220.40123931884764,245.77473114093098,227.85514120871005,78.87541977702782,11.044018929765173,264.24321608399447,227.03182206297816
